name,threads,outer,inner,N,nnz,diarow_sd,diarow_mflops,diarow_sum,bdiarow_sd,bdiarow_mflops,bdiarow_sum,diannz_sd,diannz_mflops,diannz_sum,bdiannz_sd,bdiannz_mflops,bdiannz_sum
can_1072,5,30,5000,1072,12444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
str_400,5,30,25000,363,3157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
eris1176,5,30,5000,1176,18552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
young3c,5,30,25000,841,3988,174.879491715,5289.12466844,14787,133.750300636,4605.08083141,14787,229.347966998,5161.34598792,14787,169.300382875,4619.30501931,14787
steam1,5,30,25000,240,2248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_161,5,30,250000,161,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
685_bus,5,30,25000,685,3249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_541_3,5,30,25000,541,4282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
curtis54,5,30,250000,54,291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jagmesh1,5,30,25000,936,6264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm25,5,30,5000,15439,15439,3.63797880709e-12,25731.6666667,44119,1839.33657208,23874.742268,44119,2229.52413824,26167.7966102,44119,4863.08137404,20050.6493506,44119
bcsstk11,5,30,5000,1473,34241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm27,5,30,2500,1224,56126,87.6492695769,5631.37123746,11227,87.476066544,5527.83978989,11227,163.798676691,5605.126498,11227,81.1454566457,5498.95493142,11227
lnsp_511,5,30,25000,511,2796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lund_a,5,30,25000,147,2449,82.9935845596,1324.26099495,49105,74.3800918218,1004.511895,49105,73.0203222707,1370.70895522,49105,95.0340024265,1027.55244755,49105
bcsstk08,5,30,5000,1074,12960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sstmodel,5,30,5000,3345,22749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cegb3024,5,30,2500,3024,79848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcspwr09,5,30,25000,1723,6511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_634,5,30,25000,634,7228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_346,5,30,25000,346,3226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_307,5,30,25000,307,2523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mcca,5,30,25000,180,2659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hor_131,5,30,25000,434,4182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_492,5,30,25000,492,3156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pores_2,5,30,25000,1224,9613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
west0655,5,30,25000,655,2808,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp3466,5,30,5000,3466,23896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_878,5,30,25000,878,7448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bp_1400,5,30,25000,822,4790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mbeaflw,5,30,5000,496,49920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lock1074,5,30,2500,1074,51588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mbeacxc,5,30,5000,496,49920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pores_1,5,30,250000,30,180,9.8233126817,690.007666752,8710,1.83491882667,292.461005199,8710,4.71400335683,789.473684211,8710,1.88454598568,305.949008499,8710
bcsstk21,5,30,5000,3600,26600,316.334533241,9522.67303103,13688,818.636183102,8525.64102564,13688,444.240517505,9037.37259343,13688,259.658656613,8711.79039301,13688
lshp_406,5,30,25000,406,2716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jgl009,5,30,500000,9,50,16.3076163702,237.191650854,29313,3.78843689362,113.267386544,50800,28.9870803865,241.974512018,30846,3.73784309595,128.788529235,50800
nnc261,5,30,250000,261,1500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_838,5,30,5000,838,10010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gemat11,5,30,5000,4929,33108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
can_445,5,30,25000,445,3809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
will57,5,30,250000,57,281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nnc1374,5,30,25000,1374,8588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_183_4,5,30,250000,183,1069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp1009,5,30,25000,1009,6865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gr_30_30,5,30,25000,900,7744,675.700431381,12292.0634921,28583,388.361490425,8976.81607419,28583,646.906584551,10745.6059204,28583,329.88865837,8441.86046512,28583
bcsstk12,5,30,5000,1473,34241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp1270,5,30,25000,1270,8668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_234,5,30,250000,234,834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fs_760_1,5,30,25000,760,5739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dwt_1242,5,30,5000,1242,10426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
psmigr_3,5,30,500,3140,543160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
problem1,5,30,25000,415,2779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sme3Dc,5,30,25,42930,3148656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sme3Db,5,30,25,29067,2081063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ns3Da,5,30,25,20414,1679599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
poisson3Db,5,30,25,85623,2374949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
poisson3Da,5,30,500,13514,352762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sme3Da,5,30,500,12504,874887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
poisson2D,5,30,25000,367,2417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk03,5,30,25,63336,3130416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk14,5,30,25,151926,14836504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk01,5,30,500,22044,979380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk13,5,30,25,94893,6616827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk11,5,30,25,87804,5217912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk10,5,30,25,80676,4308984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk02,5,30,500,10800,810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk08,5,30,25,22209,3226671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk04,5,30,25,55590,4218660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk09,5,30,25,33960,1583640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk05,5,30,25,37164,2205144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk06,5,30,25,43164,2571768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk12,5,30,25,94653,7512317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk07,5,30,25,16860,2418804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
eurqsa,5,30,5000,7245,46142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zhao1,5,30,500,33861,166453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zhao2,5,30,500,33861,166453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
offshore,5,30,25,259789,4242673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2cubes_sphere,5,30,25,101492,1647264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pwtk,5,30,25,217918,11524432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msc01440,5,30,5000,1440,44998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msc00726,5,30,5000,726,34518,104.934064932,3225.98130841,42290,75.1755313179,3145.62575942,42290,17.5970244274,3665.62831858,42290,125.508223553,3516.26485569,42290
bcsstk39,5,30,25,46772,2060662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk34,5,30,5000,588,21418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm37,5,30,5000,25503,15525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
crystk01,5,30,500,4875,315891,165.809880227,17517.0609982,65229,2026.22416091,15820.918197,65229,520.173958315,17813.4022556,65229,314.038474922,17420.4595588,65229
msc10848,5,30,25,10848,1229776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm36,5,30,500,23052,320606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pct20stif,5,30,25,52329,2698463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nasa1824,5,30,5000,1824,39208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nasa4704,5,30,500,4704,104756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msc04515,5,30,2500,4515,97707,398.525670193,8590.88511137,21997,208.177574418,8570.78947368,21997,147.81160255,8332.0352473,21997,441.195353567,7995.66284779,21997
crystm02,5,30,500,13965,322905,995.659133546,24400.8816121,7396,4298.9255377,15700.4051864,7396,2261.43783788,23342.5301205,7396,961.213873419,24097.3880597,7396
pcrystk03,5,30,25,24696,1751178,877.102551691,17168.4117647,35588,524.24318667,17395.807947,35588,1818.77510077,16417.29375,35588,1236.84416304,17629.3087248,35588
bcsstm35,5,30,5000,30237,20619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm34,5,30,5000,588,24270,27.1914868055,2006.89084895,18929,20.0699010801,1932.83780196,18929,14.4249599464,1869.31964056,18929,16.651417538,1808.94409938,18929
crystk02,5,30,500,13965,968583,1832.97706293,18710.5537669,65201,426.634445166,19726.7413442,65201,662.371997618,19767,65201,815.296132314,20220.9394572,65201
pcrystk02,5,30,500,13965,968583,177.167533088,19699.9932203,45435,1944.32837488,18929.9609121,45435,645.385416193,19888.7679671,45435,750.352199788,20220.9394572,45435
crystm01,5,30,500,4875,105339,1583.04365546,21497.755102,8910,1408.66925572,20257.5,8910,1879.6996276,21209.1946309,8910,1055.21090024,20654.7058824,8910
msc23052,5,30,25,23052,1142686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm39,5,30,5000,46772,46772,955.212411111,30371.4285714,20867,4809.62920924,22558.8424437,20867,1321.12190178,26227.2897196,20867,547.173039257,25698.9010989,20867
crystm03,5,30,500,24696,583770,717.377013064,23925.0,30350,3275.09192223,22309.6815287,30350,2156.27754959,23762.6865672,30350,1226.27314673,24562.5525947,30350
bcsstk38,5,30,500,8032,355460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk35,5,30,25,30237,1450163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk36,5,30,25,23052,1143140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm38,5,30,5000,8032,10485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk37,5,30,25,25503,1140977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
crystk03,5,30,25,24696,1751178,1491.84118897,17991.5547945,65236,1090.53513762,16946.883871,65236,1618.48694282,17869.1632653,65236,1093.44643384,17748.4256757,65236
nasa2910,5,30,500,2910,174296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msc01050,5,30,5000,1050,26198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ct20stif,5,30,25,52329,2600295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
finan512,5,30,500,74752,596992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pfinan512,5,30,500,74752,596992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
coupled,5,30,2500,11341,97193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
iprob,5,30,25000,3001,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
language,5,30,25,399130,1216334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Alemdar,5,30,5000,6245,42581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Emilia_923,5,30,25,923136,40373538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fault_639,5,30,25,638802,27245944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
StocF-1465,5,30,25,1465137,21005389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Transport,5,30,25,1602111,23487281,72.5081623704,5186.35676432,37619,164.59434321,13390.6961231,37619,38.5959421154,5124.49767273,37619,299.531055311,13269.6502825,37619
CoupCons3D,5,30,25,416800,17277420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ML_Laplace,5,30,25,377002,27582698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PFlow_742,5,30,25,742793,37138461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cell1,5,30,5000,7055,30082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cell2,5,30,5000,7055,30082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
denormal,5,30,25,89400,1156224,4633.84523724,24776.2285714,12533,5052.74150694,24088,12533,4872.58301945,23758.0273973,12533,4633.84523724,24776.2285714,12533
aft01,5,30,500,8205,125567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
email,5,30,5000,1133,10902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
celegans_metabolic,5,30,25000,453,4065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PGPgiantcompo,5,30,5000,10680,48632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jazz,5,30,25000,198,5484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
vibrobox,5,30,500,12328,301700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BenElechi1,5,30,25,245874,13150496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GT01R,5,30,500,7980,430909,101.790569691,13437.9106029,13738,976.119106202,13031.5221774,13738,257.534619957,14379.6106785,13738,1077.11514958,14036.1237785,13738
PR02R,5,30,25,161070,8185136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DK01R,5,30,5000,903,11766,230.148548261,5152.99270073,1249,185.543760114,4490.83969466,1249,259.457546292,4725.30120482,1249,147.213184781,4123.59813084,1249
robot,5,30,250000,120,870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rotor2,5,30,5000,791,10685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rotor1,5,30,250000,100,708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stanford,5,30,25,281903,2312497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stanford_Berkeley,5,30,25,683446,7583376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
goodwin,5,30,500,7320,324772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rim,5,30,25,22560,1014951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Andrews,5,30,500,60000,760154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dielFilterV2real,5,30,25,1157456,48538952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gsm_106857,5,30,25,589446,21758924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pwt,5,30,500,36519,326107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barth,5,30,5000,6691,26439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
shuttle_eddy,5,30,500,10429,103599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
skirt,5,30,500,12598,196520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barth4,5,30,5000,6019,23492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barth5,5,30,2500,15606,61484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nasasrb,5,30,25,54870,2677324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nasa2146,5,30,2500,2146,72250,267.869408392,14092.9778934,59679,322.237709513,13529.9625468,59679,386.339584149,13965.8505155,59679,444.906336546,13379.6296296,59679
cage10,5,30,500,11397,150645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage13,5,30,25,445315,7479343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage6,5,30,250000,93,785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage8,5,30,5000,1015,11003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage9,5,30,5000,3534,41594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage5,5,30,250000,37,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage12,5,30,25,130228,2032536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage7,5,30,25000,340,3084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage4,5,30,500000,9,49,3.58426931902,325.221238938,13907,2.57219898497,89.0855099691,55112,8.1836251966,290.169759179,17395,1.85234612529,89.5358752589,55112
cage11,5,30,500,39082,559722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
heart2,5,30,500,2339,680341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fv3,5,30,2500,9801,87025,916.696043291,29533.3710407,5309,1232.32320274,28439.5424837,5309,4000.54632626,25900.297619,5309,793.080684353,26478.1947262,5309
torso2,5,30,25,115967,1033473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
torso1,5,30,25,116158,8516500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
heart1,5,30,25,3557,1385317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fv1,5,30,2500,9604,85264,2070.26864649,29067.2727273,43182,1202.77357534,27743.1670282,43182,1981.76267267,25942.3935091,43182,1162.7381179,25376.1904762,43182
heart3,5,30,500,2339,680341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fv2,5,30,2500,9801,87025,1886.62869359,28879.9778761,43808,452.308829382,28879.9778761,43808,5519.81089319,22781.4136126,43808,733.375409774,26694.7852761,43808
lung2,5,30,500,109460,492564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lung1,5,30,25000,1650,7419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
stomach,5,30,25,213360,3021648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
torso3,5,30,25,259156,4429042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
netz4504,5,30,25000,1961,5156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
stufe,5,30,25000,1036,3736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
grid2_dual,5,30,5000,3136,12224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
crack_dual,5,30,2500,20141,60086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ukerbe1,5,30,5000,5981,15704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3elt,5,30,5000,4720,27444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
grid2,5,30,5000,3296,12864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
grid1_dual,5,30,250000,224,840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ukerbe1_dual,5,30,25000,1866,7076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
wave,5,30,25,156317,2118662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
brack2,5,30,500,62631,733118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bfly,5,30,500,49152,196608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
whitaker3_dual,5,30,2500,19190,57162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
airfoil1_dual,5,30,5000,8034,23626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
se,5,30,2500,32768,98300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
shock-9,5,30,500,36476,142580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
crack,5,30,2500,10240,60760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ccc,5,30,500,49152,147456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
L-9,5,30,2500,17983,71192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
stufe-10,5,30,2500,24010,92828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3elt_dual,5,30,5000,9000,26556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
biplane-9,5,30,2500,21701,84076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
diag,5,30,25000,2559,8184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
grid1,5,30,250000,252,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
whitaker3,5,30,2500,9800,57978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
airfoil1,5,30,5000,4253,24578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
big_dual,5,30,2500,30269,89858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
netz4504_dual,5,30,25000,615,2342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cage,5,30,25000,366,5124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cca,5,30,500,49152,139264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
scircuit,5,30,500,170998,958936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
memplus,5,30,2500,17758,99147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
add20,5,30,5000,2395,13151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hcircuit,5,30,500,105676,513072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcircuit,5,30,500,68902,375558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
add32,5,30,5000,4960,19848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NotreDame_yeast,5,30,25000,2114,4480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NotreDame_www,5,30,500,325729,929849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3D_51448_3D,5,30,500,51448,537038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3D_28984_Tetra,5,30,500,28984,285092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2D_54019_highK,5,30,500,54019,486129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
matrix-new_3,5,30,500,125329,893984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2D_27628_bjtcai,5,30,500,27628,206670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ibm_matrix_2,5,30,500,51448,537038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
matrix_9,5,30,25,103430,1205518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
viscorocks,5,30,25,37762,1133641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-3,5,30,25,113076,2129496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
para-7,5,30,25,155924,2094873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
igbt3,5,30,500,10938,130500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-9,5,30,25,115625,2158759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
para-9,5,30,25,155924,2094873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-10,5,30,25,115625,2158759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-12,5,30,25,115625,2158759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ohne2,5,30,25,181343,6869939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
para-6,5,30,25,155924,2094873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
para-10,5,30,25,155924,2094873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-4,5,30,25,113076,2129496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-11,5,30,25,115625,2158759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nmos3,5,30,500,18588,237130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-1,5,30,25,113076,2129496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
barrier2-2,5,30,25,113076,2129496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
para-4,5,30,25,153226,2930882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
para-8,5,30,25,155924,2094873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
